開始,終了,タイプ,放送局,配信サイト,時間,期間
2019-10-05,2019-12-21,放送,TOKYO MX,,土曜 1:00 - 1:05（金曜深夜）,2019年10月5日 - 12月21日
2019-10-05,2019-12-21,放送,BS11,,土曜 20:55 - 21:00,2019年10月5日 - 12月21日
2019-11-30,,配信,,dアニメストア,土曜 21:00 更新,2019年11月30日
2019-11-30,,配信,,FOD,土曜 21:00 更新,2019年11月30日
2019-11-30,,配信,,Amazonビデオ,土曜 21:00 更新,2019年11月30日
2019-11-30,,配信,,DMM.com,土曜 21:00 更新,2019年11月30日
2019-11-30,,配信,,GYAO!,土曜 21:00 更新,2019年11月30日
2019-11-30,,配信,,GYAO!ストア,土曜 21:00 更新,2019年11月30日
2019-11-30,,配信,,Rakuten TV,土曜 21:00 更新,2019年11月30日
2019-11-30,,配信,,ビデオマーケット,土曜 21:00 更新,2019年11月30日
2019-12-01,,配信,,U-NEXT,日曜 12:00 更新,2019年12月1日
2019-12-01,,配信,,アニメ放題,日曜 12:00 更新,2019年12月1日
2019-12-28,2020-03-14,放送,TOKYO MX,,土曜 1:00 - 1:05（金曜深夜）,2019年12月28日 - 2020年3月14日
2019-12-28,2020-03-14,放送,BS11,,土曜 20:55 - 21:00,2019年12月28日 - 2020年3月14日
2019-12-28,,配信,,dアニメストア,土曜 21:00 更新,2019年12月28日
2019-12-28,,配信,,FOD,土曜 21:00 更新,2019年12月28日
2019-12-28,,配信,,Amazonビデオ,土曜 21:00 更新,2019年12月28日
2019-12-28,,配信,,DMM.com,土曜 21:00 更新,2019年12月28日
2019-12-28,,配信,,GYAO!,土曜 21:00 更新,2019年12月28日
2019-12-28,,配信,,GYAO!ストア,土曜 21:00 更新,2019年12月28日
2019-12-28,,配信,,Rakuten TV,土曜 21:00 更新,2019年12月28日
2019-12-28,,配信,,ビデオマーケット,土曜 21:00 更新,2019年12月28日
2019-12-29,,配信,,U-NEXT,日曜 12:00 更新,2019年12月29日
2019-12-29,,配信,,アニメ放題,日曜 12:00 更新,2019年12月29日
2022-01-08,2022-03-26,放送,TOKYO MX,,土曜 1:00 - 1:30（金曜深夜）,2022年1月8日 - 3月26日
2022-01-08,2022-03-26,放送,BS11,,土曜 1:30 - 2:00（金曜深夜）,2022年1月8日 - 3月26日
2022-01-10,2022-03-28,放送,AT-X,,月曜 23:30 - 火曜 0:00,2022年1月10日 - 3月28日
2022-01-08,,配信,,ABEMA,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,Amazon Prime Video,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,dアニメストア,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,Hulu,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,U-NEXT,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,アニメ放題,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,Google Play,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,Rakuten TV,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,ビデオマーケット,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,DMM.com,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,music.jp,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,GYAO!ストア,土曜 12:00 更新,2022年1月8日
2022-01-08,,配信,,TSUTAYA TV,土曜 19:00 更新,2022年1月8日
2022-01-11,,配信,,ひかりTV,火曜 12:00 更新,2022年1月11日
2022-01-11,,配信,,J:COMオンデマンド,火曜 12:00 更新,2022年1月11日
2022-01-11,,配信,,みるプラス,火曜 12:00 更新,2022年1月11日
2022-01-11,,配信,,iTSCOMオンデマンド,火曜 12:00 更新,2022年1月11日
2022-01-11,,配信,,TELASA,火曜 12:00 更新,2022年1月11日
