開始,終了,タイプ,放送局,配信サイト,時間
2017-01-21,2017-04-22,放送,TOKYO MX,,土曜 22:30 - 23:00
2017-01-21,2017-04-22,放送,KBS京都,,土曜 22:30 - 23:00
2017-01-21,2017-04-22,放送,サンテレビ,,土曜 22:30 - 23:00
2017-01-21,2017-04-22,放送,AT-X,,土曜 22:30 - 23:00
2017-01-23,2017-04-24,放送,テレビ愛知,,月曜 1:05 - 1:35（日曜深夜）
2017-01-24,2017-04-25,放送,テレ玉,,火曜 0:30 - 1:00（月曜深夜）
2017-01-24,2017-04-25,放送,BS11,,火曜 2:00 - 2:30（月曜深夜）
2017-01-25,2017-04-26,放送,BSフジ,,水曜 0:30 - 1:00（火曜深夜）
2017-01-26,2017-04-27,放送,tvk,,木曜 1:00 - 1:30（水曜深夜）
2017-01-28,2017-04-29,放送,ミヤギテレビ,,土曜 2:30 - 3:00（金曜深夜）
2017-04-04,2017-06-27,放送,北陸放送,,火曜 2:10 - 2:40（月曜深夜）
2017-04-05,2017-06-28,放送,テレビせとうち,,水曜 2:40 - 3:10（火曜深夜）
2017-04-07,2017-06-30,放送,チバテレビ,,金曜 1:00 - 1:30（木曜深夜）
2017-04-07,2017-06-30,放送,新潟総合テレビ,,金曜 2:15 - 2:45（木曜深夜）
2017-04-07,2017-06-30,放送,とちぎテレビ,,金曜 23:00 - 23:30
2017-01-21,2017-04-22,配信,,AbemaTV,土曜 22:00 - 22:30
2017-01-28,2017-04-29,配信,,バンダイチャンネル,土曜 23:00 更新
2017-01-28,2017-04-29,配信,,GYAO!ストア,土曜 23:00 更新
2017-01-28,2017-04-29,配信,,楽天ショウタイム,土曜 23:00 更新
2017-01-28,2017-04-29,配信,,ひかりTV,土曜 23:00 更新
2017-01-28,2017-04-29,配信,,HAPPY!動画,土曜 23:00 更新
2017-01-28,2017-04-29,配信,,ビデオマーケット,土曜 23:00 更新
2017-01-29,2017-04-30,配信,,dアニメストア,日曜 12:00 更新
2017-01-29,2017-04-30,配信,,U-NEXT,日曜 12:00 更新
2017-01-29,2017-04-30,配信,,アニメ放題,日曜 12:00 更新
2017-04-07,2017-04-29,配信,,Abemaビデオ,土曜 22:30 更新
2017-08-19,,放送,TOKYO MX,,土曜 22:30 - 23:00
2017-08-19,,放送,KBS京都,,土曜 22:30 - 23:00
2017-08-19,,放送,サンテレビ,,土曜 22:30 - 23:00
2017-08-19,,放送,BS11,,土曜 23:00 - 23:30
2017-08-20,,放送,AT-X,,日曜 22:30 - 23:00
2017-08-20,,放送,テレビ愛知,,月曜 1:05 - 1:35（日曜深夜）
2017-08-20,,配信,,AbemaTV,土曜 22:00 - 22:30
2019-01-03,2019-03-28,放送,TOKYO MX,,木曜 23:00 - 23:30
2019-01-03,2019-03-28,放送,KBS京都,,木曜 23:30 - 金曜 0:00
2019-01-03,2019-03-28,放送,BS11,,木曜 23:30 - 金曜 0:00
