tweet_id	text	predictions	anime_id	anime_title
1596534405299773450	ぼざろ然り、クレヨンしんちゃん然りギャグアニメで唐突に差し込まれるリアルタッチ絵好き  #ぼっち・ざ・ろっく https://t.co/pk6sAwCH4Y	2	2022-10-582	ぼっち・ざ・ろっく!
1668050732619272192	/ #ぼっち・ざ・ろっく! イラストプレイマット 🚨予約受付 本日最終日🚨 \  カードゲームにピッタリ💡  B3サイズのラバー製マットが 登場です🎸⚡  🚨本日6/12まで🚨 https://t.co/eEsLRISBix  独自のポイント割引💡 💎最大10%還元💎でおトクに🛒 https://t.co/LXWJudesLv	2	2022-10-582	ぼっち・ざ・ろっく!
1230503423595778049	落描き 2/27発売 #ぼっち・ざ・ろっく! 2巻登場予定の ライバルバンドSIDEROSの #大槻ヨヨコ さん https://t.co/IB7ggMiYDa	2	2022-10-582	ぼっち・ざ・ろっく!
1603681865160089601	虹喜多も最高... この組み合わせもっと見たい  #ぼっち・ざ・ろっく https://t.co/2JbmYLhC8Q	2	2022-10-582	ぼっち・ざ・ろっく!
1608030645833592832	TVアニメ「#ぼっち・ざ・ろっく!」のWEBラジオ📻    / 📢「#ぼっち・ざ・らじお!」第15回配信⚡   \  今回は #水野朔 さんと2人でお届け! ラッキーボタンは過去最高にロックです🎸  収録日程上最終回のお話しは次回たっぷりお届けします!  https://t.co/Oa5ICygNlF #青山吉能 #音泉 https://t.co/CPu3hsmrwY	2	2022-10-582	ぼっち・ざ・ろっく!
1627684604063936514	後藤 ひとりさん、お誕生日おめでとうございます🎉 #後藤ひとり #後藤ひとり生誕祭 #後藤ひとり生誕祭2023  #ぼっち・ざ・ろっく #誕生日 #AIイラスト https://t.co/uVSOOYajRB	2	2022-10-582	ぼっち・ざ・ろっく!
1607368601480351744	やはりメイド服はいいなぁ🥰 可愛すぎる🤭 #ぼっち・ざ・ろっく https://t.co/XBG8l9x6CF	2	2022-10-582	ぼっち・ざ・ろっく!
1591782718287024128	#ぼっち・ざ・ろっく ぼっちちゃんがもし虹夏ちゃんではなく男のバンドマンと知り合ってた場合の妄想が非常に膨らみますね https://t.co/NQujVd6phN	2	2022-10-582	ぼっち・ざ・ろっく!
1646826256208662528	結束バンド全員描きたいな キャラ全員が可愛すぎて推しが決めれない最高 #ぼっち・ざ・ろっく https://t.co/hK66KnkCU8	2	2022-10-582	ぼっち・ざ・ろっく!
1609199704268746754	今年の最高傑作やったな #ぼっち・ざ・ろっく  #後藤ひとり https://t.co/8ce62EXCox	2	2022-10-582	ぼっち・ざ・ろっく!
1600425954655887360	「ぼっち・ざ・ろっく! ちょこのせ プレミアムフィギュア 後藤ひとり」がメチャクチャ可愛過ぎます!控えめに言ってヤバいです! 立体なのに「ぼっちちゃん」の可愛さが忠実に表現されていて凄く良いフィギュアだと思います! #ぼっち・ざ・ろっく #ぼっちちゃん #後藤ひとり https://t.co/87al2OdL0T	2	2022-10-582	ぼっち・ざ・ろっく!
1619663861447290880	【ぼざろ✖︎けいおん!🎸】 ぼっちちゃんと唯のコラボ描きました!!️🎸✨🎸✨ #ぼざろ #ぼっち・ざ・ろっく #けいおん https://t.co/uqJN8qaCZb	2	2022-10-582	ぼっち・ざ・ろっく!
1589887205681790977	2022年秋アニメ 配信作品 『ぼっち・ざ・ろっく!』 https://t.co/vOpQHcMJO2  #5「飛べない魚」,アルバム『結束バンド』 12月28日発売決定!ほかUpしました #ぼっち・ざ・ろっく #声優 #アニソン #青山吉能 #鈴代紗弓 #水野朔 #長谷川育美 #Anime #アニメ好き #2022秋アニメ	2	2022-10-582	ぼっち・ざ・ろっく!
1591764060844040198	#ぼっち・ざ・ろっく ♯6 感想  ストゼロからの薬物依存。 きららじゃ絶対やらないような俗っぽいネタ入れてくるの好き。  「敵なんていない」 ようやく自分の勘違いに気付いたぼっち。それを気付かせたきくりさんも流石だね。 ファンもできて、成長したぼっちちゃんだけど...みんな気付いてあげて! https://t.co/tZJzUcBYTd	2	2022-10-582	ぼっち・ざ・ろっく!
1626912824760094720	ぼっちざろっく、最新刊まで読んだ!!!虹夏ちゃんの番外編めっちゃよかったです!!!😂🙏🙏🙏🥁 #ぼざろ #ぼっち・ざ・ろっく #BocchiTheRock https://t.co/52zqQf1idc	2	2022-10-582	ぼっち・ざ・ろっく!
1628008000203132929	おめでとー! #ぼっち・ざ・ろっく #後藤ひとり生誕祭 https://t.co/yR7dScnEE0	2	2022-10-582	ぼっち・ざ・ろっく!
1667851599522463745	フワフワピュアピュアミラクルキュンオムライス...おいしくなれー... #ぼっち・ざ・ろっく https://t.co/MwFPMnjefr	2	2022-10-582	ぼっち・ざ・ろっく!
1592827256568569856	店内見回してどこかで見覚えのあるギターアンプだなぁ...と思ってたらTVアニメ「 #ぼっち・ざ・ろっく 」の2話の作中でぼっちちゃんがスク水でギター弾いてるシーンで出てくるのと思しきギターアンプ!当店にありました! おじさんに人気の大ヒット商品by店長らしいです #ハードオフ https://t.co/3vFRulS4rF	2	2022-10-582	ぼっち・ざ・ろっく!
1664623839966265351	#ぼっち・ざ・ろっく #青春コンプレックス  1番のサビまで2番のイントロまで 譜読みしました。 作曲だけじゃなくてギター弾いてるってことは アレンジも音羽さんがやってるのかな。 すごく凝ってて面白いです。 目の前の目標はまあ、 テンポ落として最後まで覚えることですね。 #ギター https://t.co/wlhD5AaySI	2	2022-10-582	ぼっち・ざ・ろっく!
1646157295586246659	ぼざろ本の表紙描き始めてます✨ 漫画です〜✍️  #ぼっち・ざ・ろっく https://t.co/K6MWeyRlWC	2	2022-10-582	ぼっち・ざ・ろっく!
1465645032535654400	『吸血鬼すぐ死ぬ』ドラルク&ジョンがねんどろいどに! #吸血鬼すぐ死ぬ #ねんどろいど  https://t.co/PmoSDPZPN5	2	2021-10-369	吸血鬼すぐ死ぬ
1507924529561358337	TVアニメ『吸血鬼すぐ死ぬ』第2期に登場する新キャラ&出演声優が公開  ・サンズ:伊瀬茉莉也さん ・下半身透明:島崎信長さん  #吸血鬼すぐ死ぬ #AnimeJapan #アニメジャパン  https://t.co/zT6mrHjLcb https://t.co/zxT6kF8QeZ	2	2021-10-369	吸血鬼すぐ死ぬ
1662055027094212608	しぬステ通し稽古をしました🌟 吸血鬼すぐ死ぬの世界を間近で感じる特等席みたいな日々を過ごしています☺️  沢山の見所があるから目も感情もずっと動きっぱなし👀💓  皆様にお会いできる日を楽しみに最後まで頑張ります!  #しぬステ #吸血鬼すぐ死ぬ   🆙FCブログ更新🌈 https://t.co/y3ZvYXtcbh https://t.co/Uspmi6BYTS	2	2021-10-369	吸血鬼すぐ死ぬ
1613007919972335618	ピンがボケていても可愛いニュン。  #月刊少年チャンピオン 2月号にて応募者全員サービス実施中!  #吸血鬼すぐ死ぬ2  #吸血鬼すぐ死ぬ #アルマジロのジョン https://t.co/Oub2qBmRr5	2	2021-10-369	吸血鬼すぐ死ぬ
1583398213624569856	🦇 ZEENY ✖️ #吸血鬼すぐ死ぬ 💜 \ZEENYコラボレーション予約販売中/  イヤフォン&amp;ワイヤレス充電器のセットは お得な送料無料❗️  コラボレーションイヤフォンは ドラルク、ロナルド、ジョンの 録り下ろし操作ボイスを搭載👂  ⬇️詳細は⬇️ https://t.co/zabb9bq0oP  #福山潤 #古川慎 #田村睦心	2	2021-10-369	吸血鬼すぐ死ぬ
1534454973643517953	【吸血鬼すぐ死ぬ】 コンパクト&軽量で持ち運びに最適なハンディファンが登場! 「ドラルク&ロナルド」「ジョン」の2種がラインナップ。  スタンド付きでデスクワークにもピッタリ。風量は3段階切り替え可能で、使い勝手も抜群です。 #吸血鬼すぐ死ぬ  https://t.co/xhHFS8FJng https://t.co/uFQoxY5yDu	2	2021-10-369	吸血鬼すぐ死ぬ
1600729696354041856	【2月予約】 吸血鬼すぐ死ぬ パジャマパーティー 各種 (PROOF) 予約開始です!→ https://t.co/8javIHajVg 「吸血鬼すぐ死ぬ」から、描き下ろしイラストを使用したグッズが登場です! #吸血鬼すぐ死ぬ https://t.co/BpbByQl5xk	2	2021-10-369	吸血鬼すぐ死ぬ
1431194086279561217	【💿オーディオ予約情報💿】 『#吸血鬼すぐ死ぬ OP「DIES IN NO TIME」/#福山潤 初回限定盤/通常盤/アニメ盤』好評ご予約受付中ポロよー✨ アニメイト特典「2L判ブロマイド」付きポロ🦇  バーコード簡単予約がオススメ! https://t.co/iNazYnb1o4	2	2021-10-369	吸血鬼すぐ死ぬ
1624397260439298048	RT また、5話での担当カットがMADHOUSE公式HPにて原画公開されてます!(Twitter画像4枚目) 制作担当髙山さんはじめ、各セクションのたくさんの人に助けてもらってます、本当にありがとうございました......!🙇  #吸血鬼すぐ死ぬ 2 #MADHOUSE #マッドハウス https://t.co/bF4t9VruDo	2	2021-10-369	吸血鬼すぐ死ぬ
1606167726610944002	【お知らせ】 本日よりNetflixでも「#吸血鬼すぐ死ぬ」の配信がスタートしました🦇  ▼リンクはこちら https://t.co/DeffFm9l6J  来年1月からの2期に向けて是非ご覧ください🧛✝🏐  #ネトフリ https://t.co/IPobrNI107	2	2021-10-369	吸血鬼すぐ死ぬ
1612030966536744962	#吸血鬼すぐ死ぬ 2 × #シーパラ  『ドラルク&amp;ジョン スペシャルイベント&amp;イルカショー』 ご来場ありがとうございました🙇‍♂️  本編はいよいよ明日1月9日(月)放送・配信開始です🐧✨  #八景島 イベントは29日まで❗️ 話題の「十字架倒しゲーム海鮮丼」や、たくさんのイベントを引き続きお楽しみください🦇 https://t.co/qzNw6MQYBC https://t.co/7a3DcjjwsY	2	2021-10-369	吸血鬼すぐ死ぬ
1472930285117313026	🌟会員10%OFF!予約受付中🌟  吸血鬼すぐ死ぬ パーカー  とてもきれいにプリントされております。   ▼サイズ M/L/XL  ▼ご注文はこちら! https://t.co/fUhHKNGu8G  ▼その他 #吸血鬼すぐ死ぬ 商品はこちら! https://t.co/6k6ZJdfcvx https://t.co/NXnWy7GDLH	2	2021-10-369	吸血鬼すぐ死ぬ
1473856274811191299	ジョンとフクマさん当たったぁ( * ̄ ꒳ ̄*)ニヤ✨✨  #くじ引き堂  #吸血鬼すぐ死ぬ https://t.co/4Kt2HVe332	2	2021-10-369	吸血鬼すぐ死ぬ
1607685529541173248	/  #2023冬アニメ 何観るランキング 中間結果 更新!  \  ❄男女ともに現時点のTOP5を大公開❄  『痛いのは嫌なので防御力に極振りしたいと思います。2』や『#吸血鬼すぐ死ぬ 2』などなど、注目作品がランクイン......!👇👇👇 https://t.co/FZFJKFG7E8	2	2021-10-369	吸血鬼すぐ死ぬ
1554407950001016834	【PASH!+】ロナルドの誕生日をお祝い! アニメ『吸血鬼すぐ死ぬ』ロナルドづくしのオンラインくじが登場 https://t.co/GWh1RoaMrC #吸血鬼すぐ死ぬ #ロナルド https://t.co/cKlQ0AxRaq	2	2021-10-369	吸血鬼すぐ死ぬ
1559132616817016832	Δ吸対顔面良~~~~ 🫶 #吸血鬼すぐ死ぬ https://t.co/v88AupCmIn	2	2021-10-369	吸血鬼すぐ死ぬ
1625064271741857793	コユキちゃんお誕生日おめでとう🎉  #コユキ生誕祭2023 #コユキ生誕祭 #コユキ #2月13日はコユキの誕生日 #コユキ誕生祭2023 #コユキ誕生祭 #吸血鬼すぐ死ぬ #アニメ好きと繋がりたい https://t.co/CCOeTfg3AL	2	2021-10-369	吸血鬼すぐ死ぬ
1614994106840928256	EDとても可愛いですね! ジョン達や美味しそうなお菓子をお楽しみください🍰 次回も宜しくお願いします! #吸血鬼すぐ死ぬ	2	2021-10-369	吸血鬼すぐ死ぬ
1452836792428732416	🍁2021年 #秋アニメ、“いま”一番推せる作品は?🍁 3位「#鬼滅の刃」 2位「#シキザクラ」 1位は... https://t.co/SWNER4XC9K  #ワールドトリガー #無職転生  #吸血鬼すぐ死ぬ #古見さんはコミュ症です #ブルーピリオド #takt_op_Destiny #王様ランキング #エイティシックス #見える子ちゃん https://t.co/Nt956WOvcd	2	2021-10-369	吸血鬼すぐ死ぬ
1624340485195321344	アニメ2期絶賛放送中!! #吸血鬼すぐ死ぬ ( #盆ノ木至  / #秋田書店 ) の売り場のご紹介です🦇 担当者お手製のコゼンラちゃんとタマちゃんで可愛くてカオスな売り場になってます♡ ご来店の際は是非、秋田書店・少年コミックコーナーにお立ち寄り下さい⏳⋆͛  #未来屋書店   #イオンタウン黒崎 https://t.co/56oo4USbgl	2	2021-10-369	吸血鬼すぐ死ぬ
1500131462774886405	#着せ恋 今週もよかった!! あと真珠ちゃんかわいい💕 https://t.co/xmWIdEWsC6	2	2022-01-417	その着せ替え人形は恋をする
1544996657137618945	ごじょーくん❤️ #着せ恋 #コスプレ https://t.co/SYyaHZdljK	2	2022-01-417	その着せ替え人形は恋をする
1567062389564256256	#喜多川海夢 #着せ恋 #アニメ好きと繋がりたい #初リプ・初絡み大歓迎 #フォロワー募集中  今日も1日お疲れさまりん🎵今日は定時で帰れそう❗天気が良いのは今日までだから買い物して帰ります😉リプはあとでお返し致しますので少々お待ち下さいm(_ _)m https://t.co/80YrvQcPU9	2	2022-01-417	その着せ替え人形は恋をする
1505206179944837120	ラブホでコスプレしてくれるギャルとか夢てんこ盛りやんな  #着せ恋	2	2022-01-417	その着せ替え人形は恋をする
1492548689914580993	#着せ恋 6話 恋したまりん可愛~  顔合せだけでなく 夕食から まりんのお家事情迄をも知れるとは,, トントン表紙で驚きよ お祖父ちゃんgoodjobです  新キャラちゃん登場にて 暗雲かと思いきや これまた善き展開で  五条氏も 大人の階段Congratulations ニヤニヤ止まらずの悶絶作ね  今後も楽しみに 感謝 https://t.co/Dn49pF17Bi	2	2022-01-417	その着せ替え人形は恋をする
1639509566806446082	#着せ恋 11巻、喜び勇んで即買い&即読了  相変わらず最高。名著。 今巻のエピソードでだいたい外堀埋まった(サブキャラでやれること大概やった的な)感じがするので、いよいよ次から本丸の喜多川さんかな? 最後引きが良かった!  ところで、この漫画に出てくる大人枠、マジで名言しか吐かないよね。 https://t.co/2L99xBbmM6	2	2022-01-417	その着せ替え人形は恋をする
1637446997925064705	皆様、今日もお疲れ様でした。  寝落ちすると思うので... おやすみなさい💤 今日もありがとうございました。  海夢ちゃんを描きました。 #その着せ替え人形は恋をする  #着せ恋 #喜多川海夢 #AIart #AIイラスト #AIイラスト好きさんと繋がりたい https://t.co/9GaVde69l1	2	2022-01-417	その着せ替え人形は恋をする
1569977463186542592	こちら月夜野♥︎カンパニ〜✨  #着せ恋 #コスプレ #その着せ替え人形は恋をする #十六夜ありさ https://t.co/3nSCf4gxGm	2	2022-01-417	その着せ替え人形は恋をする
1596066167101091840	/ さいたま市タイアップイベント 明日より開催💕 \  #着せ恋 × #さいたま市 のタイアップイベントが、11月26日(土)&27日(日)に開催✨  なんと「着せ恋ひな人形製作プロジェクト」の途中経過の展示決定😊 https://t.co/s8YsZjxowG  さらにアニメ複製原画の展示も!  ▼詳細 https://t.co/eVnDDaANiw https://t.co/tUESm6brtT	2	2022-01-417	その着せ替え人形は恋をする
1495061358798204928	(  ̇꒳ ̇ )マヂカヨ ファンサービスお盛んだな!!! 着せ恋関係者様最高だよー! 原作始め、アニメもラジオも音楽も最高だよー!  #着せ恋 https://t.co/yIbwK33HmN https://t.co/FPe9CUrOu3	2	2022-01-417	その着せ替え人形は恋をする
1507739922278785032	やばぁぁーーー #花火 のシーン 最高ぉぉーーー🎇✨✨  挿入歌の幹葉さんの歌声も合間って 控えめに言っても 超最高ぉぉーーー😭✨✨  #その着せ替え人形は恋をする  #着せ恋 #スピラ・スピカ #スピスピ #君に伝えたいことがあるんだ	2	2022-01-417	その着せ替え人形は恋をする
1586657392129101825	池ハロ楽しかった♡♡ #池ハロ2022  #池袋ハロウィンコスプレフェス  #池袋ハロウィン  #コスプレ #コスプレイヤーさんと繋がりたい  #Cosplay #着せ恋  #その着せ替え人形は恋をする  #黒江雫 https://t.co/cfp9D7TsSx	2	2022-01-417	その着せ替え人形は恋をする
1559979800126623744	喜多川海夢💉💗  #その着せ替え人形は恋をする  #MyDressUpDarling  #MarinKitagawa  #喜多川海夢 #着せ恋  #コスプレ   #cosplay https://t.co/78UQWDmDum	2	2022-01-417	その着せ替え人形は恋をする
1608727710242861059	今年のCloverWorksは神作品が多かったな! #着せ恋 #その着せ替え人形は恋をする #明日ちゃん #明日ちゃんのセーラー服 #スパイファミリー #SPY_FAMILY #ぼっち・ざ・ろっく #CloverWorks #アニメ好きと繋がりたい https://t.co/3kNIEtObI2	2	2022-01-417	その着せ替え人形は恋をする
1507293439368437760	TVアニメ「その着せ替え人形は恋をする」フォロワー20万人突破おめでとうございます!! そして明日は最終話です!!お楽しみに!! #着せ恋 https://t.co/c3oRrvfCOk	2	2022-01-417	その着せ替え人形は恋をする
1492520874833973248	ジュジュ様かわいかったな #着せ恋 https://t.co/Tq0FJv5xW4	2	2022-01-417	その着せ替え人形は恋をする
1507737689491394562	はい可愛い優勝 #着せ恋	2	2022-01-417	その着せ替え人形は恋をする
