tweet_id	text	predictions	anime_id	anime_title
1658074115302117378	炭治郎の眩しい眼差しを直視できないひとりちゃん。 #ぼっち・ざ・ろっく  #ぼざろ  #ぼざろおえかき  #絵描きさんとつながりたい  #鬼滅の刃 https://t.co/dmOPYQhKD5	1	2022-10-582	ぼっち・ざ・ろっく!
1604743521201975296	ぼっちちゃん  #ぼっち・ざ・ろっく https://t.co/u25USqggQH	1	2022-10-582	ぼっち・ざ・ろっく!
1606670428377849857	オタク特有の早口キタ━━━━(゚∀゚)━━━━!! #ぼっち・ざ・ろっく #BTR_anime #tokyomx #bs11 https://t.co/iDLXStO3AQ	1	2022-10-582	ぼっち・ざ・ろっく!
1608434914667679746	#ぼっち・ざ・ろっく https://t.co/ePMElHG0Ah	1	2022-10-582	ぼっち・ざ・ろっく!
1217749862923612160	後藤ひとりちゃん描きましたー #ぼっち・ざ・ろっく #ぼっちざろっく https://t.co/KU0OIRgfYo	1	2022-10-582	ぼっち・ざ・ろっく!
1625132949392998400	虹夏 #ぼっち・ざ・ろっく https://t.co/6MmlFXFFCz	1	2022-10-582	ぼっち・ざ・ろっく!
1621500688705675265	Gotou Hitori 後藤ひとり  Artist/アーティスト: 芽々 Pixiv UID :  89587963 #ぼっちざろっく #ぼっち・ざ・ろっく #後藤ひとり #ぼっちちゃん #BocchiTheRock #GotouHitori #BocchiChan   https://t.co/il5SdHAfjA https://t.co/3PRW522khi	1	2022-10-582	ぼっち・ざ・ろっく!
1670343673048088581	あみあみにて予約受付中!!  キャラクターカードスリーブ 「ぼっち・ざ・ろっく!」  【1パック】60枚入り 【サイズ】66mm×92mm  ▼詳細はこちら↓ https://t.co/E0gXSuoATL  #ぼっち・ざ・ろっく https://t.co/uaqNBfcbmV	1	2022-10-582	ぼっち・ざ・ろっく!
1606667536870817795	ワイもTVの前でこれになってる #btr_anime #ぼっち・ざ・ろっく https://t.co/dAZcLvTELf	1	2022-10-582	ぼっち・ざ・ろっく!
1605920322313756673	1日お疲れ様でした 今日は部活で疲れた😮‍💨 明日も寒いので体調に気をつけてください! おやすみなさい😴 #アニメ好きな人と繋がりたい  #アニメ好きな人RT・いいね  #ぼっち・ざ・ろっく https://t.co/HCoZs3XGuG	1	2022-10-582	ぼっち・ざ・ろっく!
1672911921337729024	腹を見ろ、腹を #ぼっち・ざ・ろっく https://t.co/AU7zdXJ1Av	1	2022-10-582	ぼっち・ざ・ろっく!
1632198071160553472	最初期ではないけど #ぼっち・ざ・ろっく #BTRbandparody  #台風クラブ https://t.co/fraUe7PH7j	1	2022-10-582	ぼっち・ざ・ろっく!
1605461608762703872	ラフです #ぼっち・ざ・ろっく  #絵描きさんと繫がりたい https://t.co/SHfVPzLqP4	1	2022-10-582	ぼっち・ざ・ろっく!
1615713501246521345	タグを知ったので再掲 PILのflowers of romance #ぼっち・ざ・ろっく  #BTRbandparody https://t.co/OVa7CyLdRj	1	2022-10-582	ぼっち・ざ・ろっく!
1630315553503195136	この1曲を聴いてもらえれば伝わると思う TVアニメ「#ぼっち・ざ・ろっく!」本PV『#フラッシュバッカー』 https://t.co/hGVGGiMWHg	1	2022-10-582	ぼっち・ざ・ろっく!
