期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年10月12日 - 12月28日,月曜 21:30 - 22:00,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2020-10-12,2020-12-28
2020年10月12日 - 12月28日,月曜 22:30 - 23:00,TOKYO MX,東京都,作品の舞台地（小金井市）,放送,,2020-10-12,2020-12-28
2020年10月12日 - 12月28日,月曜 23:30 - 火曜 0:00,サンテレビ,兵庫県,,放送,,2020-10-12,2020-12-28
2020年10月14日 - 12月30日,水曜 1:00 - 1:30（火曜深夜）,KBS京都,京都府,,放送,,2020-10-14,2020-12-30
2020年10月15日 - 12月31日,木曜 0:00 - 0:30（水曜深夜）,BS日テレ,日本全域,製作参加[要出典] / BS放送 / 『アニメにむちゅ〜』枠,放送,,2020-10-15,2020-12-31
2020年10月12日,月曜 22:30 更新,,,,配信,ひかりTV,2020-10-12,
2020年10月16日,金曜 23:00 更新,,,,配信,dTVチャンネル,2020-10-16,
2020年10月19日,月曜 22:00 更新,,,,配信,dアニメストア,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,ABEMA,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,niconico,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,GYAO!,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,FOD,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,バンダイチャンネル,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,Hulu,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,J:COMオンデマンド,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,TELASA,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,U-NEXT,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,アニメ放題,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,あにてれ,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,Amazonプライム・ビデオ,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,Rakuten TV,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,DMM.com,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,ビデオマーケット,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,HAPPY!動画,2020-10-19,
2020年10月19日,月曜 22:00 更新,,,,配信,ムービーフルplus,2020-10-19,
