期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月14日 - 1月28日2020年4月28日 - 6月23日,火曜 0:00 - 0:30（月曜深夜）,TOKYO MX,東京都,,放送,,2020-01-14,
2020年1月14日 - 1月28日2020年4月28日 - 6月23日,火曜 0:00 - 0:30（月曜深夜）,KBS京都,京都府,,放送,,2020-01-14,
2020年1月14日 - 1月28日2020年4月28日 - 6月23日,火曜 0:00 - 0:30（月曜深夜）,サンテレビ,兵庫県,,放送,,2020-01-14,
2020年1月14日 - 1月28日2020年4月28日 - 6月23日,火曜 0:00 - 0:30（月曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2020-01-14,
2020年1月30日 - 2月13日2020年5月14日 - 7月9日,木曜 1:55 - 2:21（水曜深夜）,長崎文化放送,長崎県,『あに。』枠,放送,,2020-01-30,
2020年5月15日 - 7月31日,金曜 17:00 - 17:30,TBSチャンネル2,日本全域,CS放送 / リピート放送あり,放送,,2020-05-15,2020-07-31
2020年1月14日,火曜 0:00 更新,,,,配信,dアニメストア,2020-01-14,
2020年1月14日,火曜 0:00 更新,,,,配信,FOD,2020-01-14,
2020年1月14日,火曜 0:00 更新,,,,配信,U-NEXT,2020-01-14,
2020年1月20日,月曜 0:00 - 0:30（日曜深夜）,,,,配信,ABEMA,2020-01-20,
2020年1月20日,月曜 0:00 更新,,,,配信,ニコニコチャンネル,2020-01-20,
2020年1月20日,月曜 0:00 更新,,,,配信,hulu,2020-01-20,
2020年1月20日,月曜 0:00 更新,,,,配信,バンダイチャンネル,2020-01-20,
2020年1月20日,月曜 0:00 更新,,,,配信,Amazonプライム・ビデオ,2020-01-20,
2020年1月20日,月曜 0:00 更新,,,,配信,Rakuten TV,2020-01-20,
2020年1月20日,月曜 0:00 更新,,,,配信,ビデオマーケット,2020-01-20,
2020年1月20日,月曜 0:00 更新,,,,配信,GYAO!ストア,2020-01-20,
2020年1月20日,月曜 0:00 更新,,,,配信,DMM.com,2020-01-20,
2020年1月20日,月曜 0:00 更新,,,,配信,J:COMオンデマンド,2020-01-20,
2020年1月20日,月曜 0:00 更新,,,,配信,TELASA,2020-01-20,
2020年1月20日,月曜 0:00 更新,,,,配信,ひかりTV,2020-01-20,
2020年1月20日,月曜 19:00 更新,,,,配信,TSUTAYA TV,2020-01-20,
2020年1月20日,月曜 22:00 - 22:30,,,,配信,ニコニコ生放送,2020-01-20,
2020年10月13日 - 12月29日,火曜 0:00 - 0:30（月曜深夜）,TOKYO MX,東京都,,放送,,2020-10-13,2020-12-29
2020年10月13日 - 12月29日,火曜 0:00 - 0:30（月曜深夜）,KBS京都,京都府,,放送,,2020-10-13,2020-12-29
2020年10月13日 - 12月29日,火曜 0:00 - 0:30（月曜深夜）,サンテレビ,兵庫県,,放送,,2020-10-13,2020-12-29
2020年10月13日 - 12月29日,火曜 0:00 - 0:30（月曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2020-10-13,2020-12-29
2020年10月22日 -,木曜 1:18 - 1:48（水曜深夜）,長崎文化放送,長崎県,『あに。』枠,放送,,2020-10-22,
2020年10月30日 -,金曜 17:00 - 17:30,TBSチャンネル2,日本全域,CS放送 / リピート放送あり,放送,,2020-10-30,
2020年10月13日,火曜 0:00 更新,,,,配信,dアニメストア,2020-10-13,
2020年10月13日,火曜 0:00 更新,,,,配信,FOD,2020-10-13,
2020年10月13日,火曜 0:00 更新,,,,配信,U-NEXT,2020-10-13,
未定,未定,,,,配信,hulu,,
未定,未定,,,,配信,バンダイチャンネル,,
未定,未定,,,,配信,J:COMオンデマンド,,
未定,未定,,,,配信,ビデオパス,,
未定,未定,,,,配信,ひかりTV,,
未定,未定,,,,配信,ABEMA,,
未定,未定,,,,配信,ニコニコチャンネル,,
未定,未定,,,,配信,Amazonプライム・ビデオ,,
未定,未定,,,,配信,Rakuten TV,,
未定,未定,,,,配信,ビデオマーケット,,
未定,未定,,,,配信,GYAO!ストア,,
未定,未定,,,,配信,DMM.com,,
未定,未定,,,,配信,TSUTAYA,,
