期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2019年10月3日 - 12月26日,木曜 0:30 - 1:00（水曜深夜）,WOWOWプライム,日本全域,製作参加 / BS/CS放送 / 『アニメプライム』枠,放送,,2019-10-03,2019-12-26
2019年10月6日 - 12月29日,日曜 2:10 - 2:40（土曜深夜）,朝日放送テレビ,近畿広域圏,『アニサタ』枠,放送,,2019-10-06,2019-12-29
2019年10月9日 - 2020年1月1日,水曜 20:00 - 20:30,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2019-10-09,2020-01-01
2019年10月9日 - 2020年1月1日,水曜 22:00 - 22:30,TOKYO MX,東京都,,放送,,2019-10-09,2020-01-01
2019年10月11日 - 2020年1月3日,金曜 0:00 - 0:30（木曜深夜）,BSフジ,日本全域,製作参加 / BS/BS4K放送 / 『アニメギルド』枠,放送,,2019-10-11,2020-01-03
2019年10月3日,木曜 1:00 更新,,,,配信,dアニメストア,2019-10-03,
2019年10月10日,木曜 0:00 更新,,,,配信,WOWOWメンバーズオンデマンド,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,U-NEXT,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,アニメ放題,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,AbemaTV,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,Amazon Prime Video,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,Netflix,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,J:COMオンデマンド,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,ビデオパス,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,みるプラス,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,ひかりTV,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,FOD,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,GYAO!,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,バンダイチャンネル,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,niconico,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,ビデオマーケット,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,DMM.com,2019-10-10,
2019年10月10日,木曜 0:00 更新,,,,配信,TSUTAYA TV,2019-10-10,
2020年4月5日 - 6月21日,日曜 2:10 - 2:40（土曜深夜）,朝日放送テレビ,近畿広域圏,『アニサタ』枠,放送,,2020-04-05,2020-06-21
2020年4月7日 - 6月23日,火曜 23:30 - 水曜 0:00,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2020-04-07,2020-06-23
2020年4月8日 - 6月24日,水曜 22:00 - 22:30,TOKYO MX,東京都,,放送,,2020-04-08,2020-06-24
2020年4月9日 - 6月25日,木曜 0:30 - 1:00（水曜深夜）,WOWOWプライム,日本全域,製作参加 / BS/CS放送 / 『アニメプライム』枠,放送,,2020-04-09,2020-06-25
2020年4月10日 - 6月26日,金曜 0:00 - 0:30（木曜深夜）,BSフジ,日本全域,製作参加 / BS/BS4K放送 / 『アニメギルド』枠,放送,,2020-04-10,2020-06-26
2020年4月5日,日曜 2:40（土曜深夜） 更新,,,,配信,dアニメストア,2020-04-05,
2020年4月12日,日曜 0:00（土曜深夜） 更新,,,,配信,WOWOWメンバーズオンデマンド,2020-04-12,
2020年4月12日,日曜 0:00（土曜深夜） 更新,,,,配信,Paravi,2020-04-12,
